,Ticker_x,year,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Pietroski F-Score,Economic growth: the rate of change of real GDP,GDP per capita current U.S. dollars,Inflation: percent change in the Consumer Price Index,Unemployment rate,Net portfolio equity inflows,Economic growth forecast,Inflation forecast,Unemployment rate forecast,Political stability index (-2.5 weak; 2.5 strong),Interest rates on bank credit to the private sector,Open,profit/loss
3944,STZ,2016,2374500000.0,9238100000.0,1987400000.0,0.4814,0.29148,0.20938,0.22298,0.08252,1.29464,1.19736,1.70203,0.49661,7.70296,6.74912,36.78865,34.57777,9.97255,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,166.45,8.3616
3945,STZ,2017,2578300000.0,10186700000.0,1204400000.0,0.50326,0.30119,0.30572,0.29017,0.1129,0.51938,1.70328,1.57006,0.49598,11.90443,10.34849,38.93877,40.93987,6.18297,6.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,200.39,10.2705
3946,STZ,2018,2745300000.0,13616500000.0,2532000000.0,0.50275,0.29722,0.42335,0.26765,0.11754,0.73692,1.16442,1.27709,0.46582,18.0296,15.69958,42.58803,65.86031,13.28646,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,216.31,11.1659
3947,STZ,2019,2856600000.0,12184600000.0,1161800000.0,0.49762,0.30324,-0.00141,-0.00095,-0.00043,-98.45763,1.50709,1.19036,0.44594,-0.06157,-0.06157,43.53691,63.30449,6.06235,4.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,207.6,10.676
3948,STZ,2020,3094700001.0,10442300000.0,2845000001.0,0.5184,0.32512,0.23192,0.14344,0.07371,1.42392,2.39894,0.94591,0.38526,10.32457,9.14048,44.51708,70.27165,14.7014,8.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,183.9,9.3431
3949,SVT,2010,3786000.0,3876000.0,3377000.0,0.27667,0.09861,0.06722,0.09383,0.07465,1.58694,6.86306,0.25693,0.13597,1.07366,1.0071,15.97326,11.44248,1.70383,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,9.96,0.0
3950,SVT,2011,5540000.0,3471000.0,5551000.0,0.30472,0.14754,0.07982,0.10714,0.08632,2.11386,6.86066,0.24125,0.11409,1.31497,1.24514,16.47421,12.27341,2.77967,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,8.92,-0.1044
3951,SVT,2012,3107000.0,2855000.0,3708000.0,0.26529,0.0802,0.01049,0.0131,0.01092,11.5875,7.52849,0.19942,0.09743,0.15009,0.14905,14.31051,11.45919,1.73921,5.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,8.57,-0.1396
3952,SVT,2013,1915000.0,2662000.0,359000.0,0.24781,0.04207,0.03217,0.03932,0.0325,0.36821,3.95231,0.20985,0.08872,0.43027,0.43008,13.37599,10.94395,0.15843,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,8.83,-0.1135
3953,SVT,2014,1557000.0,4620000.0,2014000.0,0.22502,0.0286,-0.09878,-0.14311,-0.08869,-0.64427,2.74292,0.61349,0.13108,-1.4587,-1.37891,14.76715,10.19319,0.9398,2.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,7.73,-0.2239
3954,SVT,2015,3066000.0,4072000.0,-2115000.0,0.24743,0.06393,0.12516,0.17476,0.13373,-0.46008,5.65028,0.30675,0.11846,2.10678,2.03048,16.83272,12.05545,-0.96929,8.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,7.21,-0.2761
3955,SVT,2016,3366000.0,3524000.0,2462000.0,0.25975,0.0659,0.04543,0.06288,0.04921,1.40445,5.06241,0.27762,0.09893,0.79142,0.76284,17.42077,12.58691,1.11151,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,11.6,0.1647
3956,SVT,2017,3037000.0,3631000.0,2861000.0,0.26141,0.05193,0.03178,0.04569,0.03467,2.17236,5.10355,0.31772,0.09559,0.58094,0.57361,18.28143,12.71592,1.26202,8.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,8.79,-0.1175
3957,SVT,2018,5367000.0,3133000.0,136000.0,0.25252,0.09073,0.07309,0.10906,0.08392,0.03888,4.85491,0.29965,0.07516,1.53961,1.48661,21.06382,14.11708,0.05986,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,10.75,0.0793
3958,SVT,2019,4511000.0,6019000.0,-2126000.0,0.21939,0.05867,0.04427,0.07199,0.04946,-0.86882,4.20053,0.45534,0.12167,1.05021,1.02557,23.72189,14.58884,-0.91245,2.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,9.98,0.002
3959,SVT,2020,1684000.0,9928000.0,-241000.0,0.16532,0.00486,0.00201,0.00293,0.00199,-2.41,5.59063,0.47607,0.19727,0.0416,0.04155,20.73378,14.18303,-0.10025,4.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,8.32,-0.1647
3960,SWK,2010,704800000.0,3435800000.0,517700000.0,0.35885,0.06688,0.02644,0.02804,0.01309,2.61201,1.76574,1.14145,0.22694,1.34625,1.31986,50.92172,47.66207,3.51641,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,61.95,0.0
3961,SWK,2011,1067500000.0,3452400000.0,787300000.0,0.36803,0.08948,0.07195,0.09546,0.0423,1.16706,1.52842,1.25689,0.21646,4.06797,3.96579,56.54216,42.2331,4.74758,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,48.61,-0.2153
3962,SWK,2012,1124500000.0,3538000000.0,828300000.0,0.36491,0.08846,0.08818,0.13138,0.05578,0.9372,1.33714,1.35525,0.2233,5.41986,5.30171,61.46185,40.88565,5.07951,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,76.5,0.2349
3963,SWK,2013,1167200000.0,4202000000.0,830000000.0,0.35848,0.08533,0.04503,0.07126,0.02965,1.69284,1.24122,1.40318,0.25413,3.1584,3.088,70.14758,43.79884,5.34666,5.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,91.23,0.4726
3964,SWK,2014,1530600000.0,3847300000.0,1370300000.0,0.36183,0.11176,0.06711,0.11685,0.04801,1.80089,1.39435,1.43387,0.24275,4.87475,4.76345,72.64142,41.18842,8.77891,7.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,88.79,0.4333
3965,SWK,2015,1620500000.0,3799700000.0,1346700000.0,0.36449,0.12206,0.0791,0.15082,0.05842,1.52393,1.30668,1.58189,0.25117,5.96152,5.78694,75.36598,39.20558,9.08496,7.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,96.94,0.5648
3966,SWK,2016,1713200000.0,3827400000.0,1329700000.0,0.36814,0.12504,0.0835,0.15188,0.06191,1.37366,1.70561,1.45307,0.2448,6.62828,6.53141,79.38524,43.59735,9.10498,9.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,122.8,0.9822
3967,SWK,2017,1806800000.0,3811000000.0,900900000.0,0.36851,0.11645,0.09465,0.14778,0.06426,0.73405,1.03814,1.29954,0.19955,8.20229,8.05056,86.65833,50.47284,6.02089,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,152.38,1.4597
3968,SWK,2018,1723600000.0,4198400000.0,1525500000.0,0.34694,0.09958,0.04328,0.07719,0.03118,2.52065,1.14189,1.47554,0.21632,4.06395,3.99095,93.89265,47.58426,10.24382,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,147.18,1.3758
3969,SWK,2019,1888200000.0,3516800000.0,1602300000.0,0.33274,0.10493,0.06618,0.10455,0.04641,1.6764,1.01155,1.25292,0.17075,6.44222,6.34838,97.34237,51.46969,10.79972,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,145.3,1.3454
3970,SWK,2020,1992000000.0,4246899999.0,1881000000.0,0.3418,0.11115,0.08328,0.10938,0.05136,1.55403,1.32418,1.12954,0.18021,7.85077,7.76589,94.27278,62.00446,12.20034,6.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,160.39,1.589
3971,SWM,2010,162000000.0,51800000.0,156800000.0,0.26839,0.16829,0.08978,0.12457,0.07679,2.40123,1.67542,0.62228,0.06091,1.84602,1.80892,20.56065,14.81904,4.43271,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,29.41,0.0
3972,SWM,2011,197100000.0,146000000.0,143900000.0,0.30826,0.19663,0.11747,0.19458,0.10956,1.554,2.32244,0.776,0.17274,2.78662,2.76527,23.7224,14.32131,4.3304,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,27.75,-0.0564
3973,SWM,2012,211600000.0,156000000.0,230700000.0,0.33333,0.22235,0.1025,0.15592,0.09,2.89098,3.01024,0.73251,0.17593,2.57534,2.54611,25.12409,16.51703,7.44525,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,33.04,0.1234
3974,SWM,2013,203500000.0,385400000.0,228200000.0,0.32699,0.21506,0.09847,0.13555,0.06203,2.99869,3.67122,1.18525,0.31415,2.45036,2.43611,24.88352,18.07661,7.34785,5.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,60.69,1.0636
3975,SWM,2014,164300000.0,437900000.0,168300000.0,0.27546,0.15007,0.11293,0.18344,0.0757,1.87625,4.20567,1.42331,0.36954,2.96647,2.95489,26.26827,16.1717,5.56584,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,41.16,0.3995
3976,SWM,2015,158600000.0,571500000.0,168800000.0,0.29368,0.15391,0.11739,0.19171,0.06953,1.88183,3.10832,1.757,0.44302,2.96515,2.95315,25.25834,15.46705,5.57991,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,34.41,0.17
3977,SWM,2016,176200000.0,440400000.0,152800000.0,0.30563,0.1568,0.09858,0.1629,0.07055,1.84541,2.68262,1.30907,0.37522,2.73169,2.71802,27.7095,16.76954,5.04109,7.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,38.21,0.2992
3978,SWM,2017,192300000.0,684200000.0,219800000.0,0.28745,0.13522,0.03513,0.06311,0.02237,6.37101,2.94426,1.82147,0.44357,1.1346,1.12932,32.29838,17.97935,7.22857,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,41.57,0.4135
3979,SWM,2018,198300000.0,622100000.0,157700000.0,0.26745,0.13128,0.09075,0.16939,0.06444,1.66878,2.99094,1.62861,0.42421,3.09316,3.07889,34.08366,18.26109,5.16181,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,38.49,0.3087
3980,SWM,2019,195400000.0,542700000.0,194900000.0,0.28354,0.13463,0.08389,0.14355,0.0583,2.27156,2.71256,1.46227,0.36876,2.79915,2.78225,33.36791,19.49942,6.35843,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,37.73,0.2829
3981,SWM,2020,212900000.0,593300000.0,196000000.0,0.28695,0.13096,0.078,0.129,0.05287,2.3389,2.37507,1.43981,0.37435,2.71789,2.69417,34.84612,21.06854,6.35689,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,30.17,0.0258
3982,SWX,2010,422580000.0,1199761000.0,248182000.0,0.5978,0.12681,0.05675,0.08901,0.02607,2.38919,0.81023,2.41406,0.30113,2.28779,2.26692,40.3121,25.71217,5.46596,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,33.93,0.0
3983,SWX,2011,450549000.0,1253476000.0,60539000.0,0.67492,0.13251,0.0595,0.09166,0.02626,0.53915,0.55974,2.49053,0.29314,2.44858,2.42568,41.15286,26.73514,1.32014,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,35.97,0.0601
3984,SWX,2012,494946000.0,1318510000.0,139108000.0,0.75122,0.14085,0.06916,0.1019,0.02971,1.04333,0.85665,2.42993,0.29378,2.89127,2.86395,41.80371,28.41112,3.01655,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,44.39,0.3083
3985,SWX,2013,511032000.0,1392432000.0,223566000.0,0.7765,0.14057,0.07449,0.10289,0.03183,1.53844,1.13937,2.23222,0.30501,3.13744,3.10792,42.11715,30.53938,4.82676,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,50.0,0.4736
3986,SWX,2014,537510000.0,1655566000.0,165855000.0,0.76182,0.13408,0.06652,0.09369,0.0271,1.17523,1.29209,2.45766,0.31787,3.03536,3.00626,45.634,32.01538,3.56723,5.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,48.57,0.4315
3987,SWX,2015,558443000.0,1588679000.0,100693000.0,0.77115,0.11704,0.05614,0.08599,0.02581,0.72799,1.04323,2.33162,0.29647,2.94342,2.91913,52.42648,33.92935,2.14277,6.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,58.46,0.723
3988,SWX,2016,584846000.0,1600084000.0,181798000.0,0.8386,0.12019,0.06179,0.09029,0.02724,1.19572,0.84871,2.31448,0.2867,3.20295,3.17984,51.83362,35.04371,3.82983,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,69.71,1.0545
3989,SWX,2017,574651000.0,2038422000.0,-25230000.0,0.8607,0.127,0.07605,0.10695,0.03108,-0.13016,0.8053,2.44132,0.32682,4.0413,4.03911,53.13858,37.83525,-0.52601,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,77.62,1.2877
3990,SWX,2018,606645000.0,2292318000.0,-126661000.0,0.85438,0.12411,0.06329,0.07812,0.02477,-0.69488,0.89466,2.15319,0.31155,3.6884,3.68415,58.27744,45.57037,-2.563,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,79.09,1.331
3991,SWX,2019,675048000.0,2674994000.0,-227026000.0,0.87655,0.11917,0.06857,0.08259,0.02619,-1.06119,0.79627,2.1539,0.32741,3.94388,3.93902,57.51529,46.19622,-4.1852,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,91.1,1.6849
3992,SWX,2020,755031000.0,2879633000.0,-53346000.0,0.89607,0.12823,0.07043,0.08178,0.02659,-0.22962,0.95509,2.07528,0.32963,4.14879,4.14302,58.91055,47.76872,-0.95264,6.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,62.54,0.8432
4004,SXT,2010,218000000.0,349810000.0,198811000.0,0.30746,0.13144,0.08067,0.10891,0.067,1.85555,3.21711,0.62563,0.21873,2.18047,2.16785,27.02959,20.02086,4.04597,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,30.78,0.0
4005,SXT,2011,236922000.0,335396000.0,193634000.0,0.31427,0.13337,0.08421,0.11483,0.07284,1.60713,3.33903,0.57658,0.20276,2.42198,2.41272,28.76189,21.09134,3.89245,8.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,32.27,0.0484
4006,SXT,2012,241231000.0,354027000.0,144658000.0,0.31828,0.13269,0.08524,0.10738,0.06974,1.16746,3.60955,0.53969,0.19927,2.49835,2.48701,29.30791,23.26595,2.91673,7.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,36.89,0.1985
4007,SXT,2013,225796000.0,355174000.0,156405000.0,0.3249,0.11885,0.07749,0.09117,0.06056,1.38051,3.43716,0.5054,0.18986,2.27706,2.26889,29.38651,24.97606,3.1435,5.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,47.68,0.5491
4008,SXT,2014,182121000.0,466899000.0,140435000.0,0.33741,0.09025,0.05087,0.07034,0.04172,1.90689,3.27985,0.68607,0.2645,1.51769,1.50855,29.8366,21.57517,2.89408,5.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,52.09,0.6923
4009,SXT,2015,214280000.0,634157000.0,152387000.0,0.33027,0.12089,0.07761,0.12635,0.06268,1.42704,3.42334,1.01595,0.37222,2.32596,2.31116,29.9709,18.40834,3.31926,6.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,61.44,0.9961
4010,SXT,2016,232628000.0,603358000.0,187767000.0,0.34371,0.13419,0.09128,0.15107,0.0757,1.48719,3.35585,0.99567,0.36176,2.83575,2.81551,31.06731,18.77099,4.2173,8.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,75.66,1.4581
4011,SXT,2017,216324000.0,624289000.0,68496000.0,0.34904,0.12318,0.06577,0.10513,0.05196,0.76446,3.39065,1.02316,0.36205,2.0466,2.03493,31.11615,19.46782,1.56455,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,77.0,1.5016
4012,SXT,2018,256622000.0,709599000.0,95168000.0,0.33611,0.14665,0.11347,0.18299,0.08623,0.60478,3.83263,1.12215,0.38883,3.71097,3.70268,32.70482,20.27986,2.24432,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,76.85,1.4968
4013,SXT,2019,176125000.0,619111000.0,175169000.0,0.3136,0.09155,0.06202,0.09307,0.04715,2.13498,3.91416,0.97388,0.35578,1.94134,1.93992,31.30242,20.85959,4.14474,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,69.21,1.2485
4014,SXT,2020,202297000.0,527251000.0,235695000.0,0.31813,0.11461,0.08219,0.11717,0.06288,2.15302,3.43398,0.86321,0.30287,2.58793,2.58518,31.48864,22.0878,5.57185,7.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,55.32,0.7973
4015,TAST,2010,27637000.0,263513000.0,26858000.0,0.38967,0.0344,0.03337,0.26535,0.02795,2.25394,0.34968,8.493,0.61814,0.55114,0.54572,16.51544,2.07705,1.24224,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,5.34,0.0
4016,TAST,2011,23763000.0,278583000.0,5540000.0,0.38704,0.02217,0.03228,0.18963,0.02447,0.49385,0.76355,6.74874,0.60774,0.51749,0.51749,16.03103,2.72892,0.25556,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,8.82,0.6517
4017,TAST,2012,12662000.0,170537000.0,-17596000.0,0.36518,-0.02531,-0.035,-0.20946,-0.05455,0.9316,1.0954,2.83991,0.49252,-0.83648,-0.83648,23.89711,3.99341,-0.77926,5.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,5.8,0.0861
4018,TAST,2013,32981000.0,168711000.0,-25909000.0,0.38215,-0.00092,-0.02038,-0.17511,-0.04103,1.91649,0.50305,3.26767,0.51205,-0.58883,-0.58883,28.89865,3.3627,-1.12849,5.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,6.0,0.1236
4019,TAST,2014,32913000.0,169741000.0,-7397000.0,0.38018,-0.00579,-0.05502,-0.35779,-0.10455,0.19406,0.75438,2.4221,0.46559,-1.23415,-1.23415,22.42994,3.44938,-0.2395,5.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,7.04,0.3184
4020,TAST,2015,74131000.0,216674000.0,32816000.0,0.4083,0.03991,0.0,4e-05,1e-05,8204.0,0.63147,2.95611,0.50713,0.00011,9e-05,24.57186,3.08932,0.9387,6.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,11.86,1.221
4021,TAST,2016,85352000.0,231348000.0,-42088000.0,0.41936,0.04033,0.04819,0.29402,0.09277,-0.92558,0.43061,2.16932,0.47199,1.29261,1.01384,26.82285,4.39634,-1.19642,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,13.21,1.4738
4022,TAST,2017,86459000.0,294634000.0,18622000.0,0.3986,0.02967,0.00658,0.04235,0.01231,2.6012,0.75463,2.43969,0.50667,0.20214,0.15917,30.73514,4.77348,0.5258,4.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,11.0,1.0599
4023,TAST,2018,95084000.0,279967000.0,23588000.0,0.39868,0.03105,0.00857,0.05446,0.01683,2.33452,0.42219,2.23516,0.46642,0.2829,0.22295,33.01959,5.19496,0.66044,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,14.63,1.7397
4024,TAST,2019,67584000.0,462625000.0,-72469000.0,0.37294,-0.00485,-0.02182,-0.10314,-0.01822,2.2704,0.26643,4.65969,0.26414,-0.73509,-0.73509,33.68741,7.12689,-1.66896,4.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,8.28,0.5506
4025,TAST,2020,97348000.0,481220000.0,72691000.0,0.38555,0.01009,-0.01904,-0.10851,-0.01677,-2.4672,0.71603,5.47101,0.27387,-0.58054,-0.58054,30.49194,5.35026,1.4323,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,6.59,0.2341
4026,TDC,2010,475000000.0,0.0,549000000.0,0.56198,0.21436,0.15548,0.25315,0.15985,1.82392,2.471,0.58368,0.0,1.79809,1.76643,11.56511,7.10275,3.27957,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,39.0,0.0
4027,TDC,2011,558000000.0,290000000.0,638000000.0,0.54742,0.19306,0.14945,0.23628,0.13494,1.80737,2.03165,0.751,0.11086,2.09994,2.05352,14.05116,8.88757,3.79536,3.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,52.8,0.3538
4028,TDC,2012,706000000.0,274000000.0,745000000.0,0.55947,0.21764,0.15722,0.23553,0.13666,1.77804,1.90323,0.72344,0.08937,2.49108,2.4403,15.84423,10.57669,4.42925,7.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,75.67,0.9403
4029,TDC,2013,679000000.0,274000000.0,651000000.0,0.54718,0.19762,0.14004,0.20302,0.12177,1.72679,2.01418,0.66721,0.0885,2.30722,2.26562,16.47491,11.36475,3.98409,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,55.44,0.4215
4030,TDC,2014,672000000.0,468000000.0,834000000.0,0.54136,0.18411,0.13433,0.215,0.11718,2.27248,1.5799,0.8348,0.14943,2.36317,2.32573,17.59176,10.99163,5.37025,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,41.96,0.0759
4031,TDC,2015,453000000.0,777000000.0,480000000.0,0.50435,0.11186,-0.08458,-0.25206,-0.08469,-2.24299,1.81952,1.97644,0.30748,-1.53295,-1.53295,18.12321,6.08166,3.4384,5.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,28.98,-0.2569
4032,TDC,2016,440000000.0,568000000.0,544000000.0,0.51163,0.13437,0.05383,0.12873,0.0518,4.352,2.22359,1.48507,0.23539,0.96376,0.95057,17.90285,7.48651,4.19429,9.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,30.08,-0.2287
4033,TDC,2017,206000000.0,778000000.0,472000000.0,0.47495,0.03154,-0.03108,-0.1003,-0.02621,-7.04478,1.64628,2.82635,0.30438,-0.53259,-0.53259,17.13831,5.31002,3.75199,4.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,33.8,-0.1333
4034,TDC,2018,173000000.0,497000000.0,174000000.0,0.47412,0.01987,0.01386,0.06061,0.01271,5.8,1.41526,3.76768,0.21059,0.25168,0.24752,18.15436,4.15268,1.45973,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,37.94,-0.0272
4035,TDC,2019,160000000.0,479000000.0,51000000.0,0.5029,0.00527,-0.01053,-0.07634,-0.00972,-2.55,1.14447,6.85115,0.23286,-0.17513,-0.17513,16.62872,2.29422,0.44658,4.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,31.24,-0.199
4036,TDC,2020,188000000.0,455000000.0,-26000000.0,0.55501,0.00871,0.07026,0.3225,0.05882,-0.20155,1.09664,4.4825,0.20748,1.18024,1.15591,16.7978,3.65965,-0.23788,8.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,24.26,-0.3779
4037,TDG,2010,378155000.0,1771646000.0,460514000.0,0.57157,0.43867,0.16085,0.22451,0.04972,3.45908,5.16324,3.51587,0.6616,2.51558,2.51558,15.63883,11.20456,8.70159,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,62.01,0.0
4038,TDG,2011,507227000.0,3138375000.0,805116000.0,0.54824,0.40392,0.1404,0.2088,0.03751,4.75491,4.20717,4.56587,0.69531,3.17483,3.17483,22.61304,15.20539,15.09602,4.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,80.86,0.304
4039,TDG,2012,723467000.0,3619125000.0,890520000.0,0.55624,0.41158,0.18919,0.26392,0.05892,2.76843,4.49108,3.47938,0.66289,5.9699,5.9699,31.55429,22.62043,16.52723,8.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,141.9,1.2883
4040,TDG,2013,776762000.0,5731238000.0,958545000.0,0.5454,0.38945,0.06836,-0.39106,0.02139,7.28677,4.09456,-19.27951,0.93208,2.38827,2.38827,34.93827,-6.10714,17.40278,3.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,138.31,1.2304
4041,TDG,2014,960363000.0,7473131000.0,1112164000.0,0.53431,0.39101,0.07598,-0.11586,0.02668,6.16896,2.88369,-5.34217,1.10601,3.16327,3.16327,41.63504,-27.30334,19.51405,5.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,183.99,1.9671
4042,TDG,2015,1109941000.0,8349602000.0,1220360000.0,0.53557,0.39673,0.16396,-0.42747,0.05345,2.74951,2.71685,-8.99758,1.0055,7.84099,7.84099,47.82382,-18.34268,21.55885,7.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,211.62,2.4127
