Ticker,EBITDA,Total.Debt,Free.Cash.Flow,Gross.Profit.Margin,Operating.Margin,Net.Profit.Margin,Return.on.Equity,Return.on.Assets,Free.Cash.Flow.to.Net.Income,Current.Ratio,Liabilities.to.Equity.Ratio,Debt.Ratio,Earnings.Per.Share..Basic,Earnings.Per.Share..Diluted,Sales.Per.Share,Equity.Per.Share,Free.Cash.Flow.Per.Share,Dividends.Per.Share,Pietroski.F.Score,Economic growth: the rate of change of real GDP,GDP per capita current U.S. dollars,Inflation: percent change in the Consumer Price Index,Unemployment rate,Net portfolio equity inflows,Economic growth forecast,Inflation forecast,Unemployment rate forecast,Political stability index (-2.5 weak; 2.5 strong),1_year_results,3_year_results,6_year_results
BWA,1154600000.0,1222600000.0,715600000.0,0.20944,0.115,0.08395,0.17187,0.09026,1.14624,1.72332,0.90425,0.17675,2.73097,2.69866,32.53106,15.57568,3.13036,0.24847,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-1.15,-32.24,-60.66
BWXT,348889000.0,4896000.0,181824000.0,0.34543,0.17998,0.22376,0.29256,0.13264,0.52538,1.55024,1.20565,0.00188,3.0927,3.07119,13.82162,10.40812,1.62485,0.33968,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-5.49,43.48,42.93
CAG,1717600000.0,9589800000.0,1847700000.0,0.24982,0.09644,0.05746,0.1443,0.03793,2.38752,1.28768,2.80483,0.46997,1.88389,1.85321,32.78797,12.815,4.49781,0.97541,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.09,33.19,-9.94
CAH,2285000000.0,3854000000.0,2634000000.0,0.04868,0.01868,0.0033,0.0559,0.01294,7.88623,1.21796,3.32117,0.14927,0.97947,0.97093,296.46041,17.52199,7.72434,1.03519,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,26.81,15.06,-37.45
CAKE,238951000.0,0.0,163981000.0,0.43621,0.08541,0.0609,0.19807,0.10173,1.43395,0.85489,0.94701,0.0,2.18951,2.10302,35.95531,11.05426,3.13965,0.52061,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,3.72,29.39,-61.39
CAL,146821000.0,206010000.0,92544000.0,0.4036,0.0416,0.01515,0.07976,0.03312,2.4307,2.0487,1.40782,0.17923,0.92062,0.91405,60.7678,11.52672,2.23774,0.2927,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,23.72,1.0,-77.78
CALM,93766000.0,65020000.0,72669000.0,0.16656,0.04626,0.03915,0.09733,0.06762,1.44119,3.18661,0.43931,0.0872,1.0512,1.04856,26.85396,10.79352,1.51498,0.63635,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,34.28,21.41,37.6
CASY,310899000.0,727991000.0,100483000.0,0.14772,0.02743,0.01432,0.17236,0.05233,0.96791,0.79244,2.2941,0.36693,2.71075,2.68808,189.33139,15.72692,2.62378,0.64457,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,29.88,63.24,94.37
CAT,9442000000.0,28975000000.0,9978000000.0,0.26824,0.11418,0.06808,0.18148,0.04463,2.63341,1.40437,3.06629,0.3413,5.8726,5.75311,86.26162,32.25511,15.46497,1.72195,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-18.77,-7.07,6.76
CATO,102919000.0,0.0,115553000.0,0.3791,0.08814,0.05904,0.13889,0.091,2.12719,2.52213,0.52622,0.0,1.8883,1.88797,31.98155,13.59546,4.01677,0.20346,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,47.43,-17.85,-53.43
CBB,365400000.0,2265200000.0,119300000.0,0.47708,0.18241,-0.06065,0.0962,-0.03089,-1.83257,0.98742,-4.11408,1.07493,-1.58086,-1.58086,26.06605,-19.57504,2.89704,0.25255,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.29,7.06,-14.71
CBOE,320302000.0,0.0,397163000.0,0.9011,0.49963,0.30393,0.61108,0.39372,2.28434,2.87425,0.55207,0.0,1.99085,1.99085,6.55037,3.25792,4.54779,0.66837,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.55,40.74,55.54
CBRL,267644000.0,400000000.0,247849000.0,0.67682,0.0762,0.04434,0.24227,0.08447,2.11358,0.95611,1.86825,0.28812,4.94604,4.89659,111.54599,20.41539,10.45385,1.91489,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,54.64,60.41,-15.97
CBT,458000000.0,1298000000.0,309000000.0,0.18316,0.07755,0.04427,0.07345,0.03614,2.01961,1.77133,1.03217,0.30664,2.39812,2.37209,54.16928,30.57994,4.84326,0.79937,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-23.63,1.2,-54.72
CCF,37456000.0,64400000.0,41727000.0,0.32411,0.124,0.07967,0.15119,0.07672,2.42402,3.08622,0.97049,0.28704,1.94268,1.91726,24.38356,12.73156,4.70908,0.40921,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,34.89,195.64,157.67
CCI,1661215000.0,11594500000.0,1320882000.0,0.65419,0.32099,0.02748,0.01135,0.00382,16.77353,1.18019,1.96706,0.56298,0.26418,0.26311,9.61394,23.23722,4.43126,0.0,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.1,27.17,89.66
CCL,2932000000.0,9560000000.0,805000000.0,0.31127,0.08683,0.06826,0.04296,0.02631,0.76303,0.28824,0.63317,0.23838,1.36129,1.35779,19.94323,31.68516,1.03871,1.50194,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,24.23,55.18,-57.54
CCO,706470000.0,4935376000.0,599967000.0,0.45872,0.10295,-0.01645,-0.30267,-0.00717,-12.38066,1.60088,41.2177,0.73015,-0.13549,-0.13549,8.23736,-0.11726,1.67747,0.55922,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,10.37,-33.11,-92.2
CCOI,110512000.0,496081000.0,8898000.0,0.56829,0.13263,0.16291,0.29298,0.07507,0.15696,2.46545,2.90249,0.65697,1.22474,1.20623,7.5179,4.18029,0.19224,0.76376,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-3.09,16.53,119.15
CDW,716800000.0,3251200000.0,685300000.0,0.16347,0.04723,0.01233,0.1866,0.02242,5.16039,1.57814,7.32457,0.54876,0.84802,0.8368,68.76501,4.5447,4.37612,0.04662,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,40.74,118.25,265.32
CE,1098000000.0,3064000000.0,1189000000.0,0.20968,0.11966,0.16912,0.40793,0.12209,1.07993,2.05955,2.34124,0.33976,6.9332,6.91,40.99467,16.9961,7.48735,0.52267,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.78,63.58,33.88
CF,2780600000.0,3098100000.0,2212000000.0,0.46034,0.4329,0.26752,0.26931,0.13716,1.51031,3.1753,0.96346,0.29014,4.97486,4.94797,18.59613,17.24219,7.51359,0.43852,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,16.84,-42.81,-45.99
CFX,561152000.0,1487091000.0,563217000.0,0.31047,0.10503,0.03761,0.05773,0.02397,3.55944,1.54028,1.4082,0.22528,1.5951,1.57654,42.41199,25.34193,5.67767,0.20561,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-31.34,-46.9,-71.77
CGA,70149508.0,16099100.0,16947287.0,0.366,0.25535,0.20643,0.15083,0.12839,0.37851,4.37908,0.17475,0.04617,19.35139,19.35139,93.74353,128.30032,7.32464,0.0,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-37.2,-56.31,-92.61
CGNX,88040000.0,0.0,90829000.0,0.79558,0.25008,0.23914,0.11426,0.10367,1.23454,5.4415,0.10217,0.0,0.4231,0.41379,1.76921,3.70294,0.52233,0.0,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.43,131.89,167.64
CHD,712700000.0,803300000.0,832900000.0,0.45018,0.19478,0.12347,0.17148,0.09259,2.11182,1.71345,0.85204,0.18858,1.4228,1.3966,11.52345,8.2969,3.00469,0.55988,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,23.04,46.67,81.26
CHDN,151850000.0,69191000.0,130601000.0,0.70054,0.11566,0.07047,0.0779,0.0406,2.37889,0.7538,0.91867,0.05117,1.05817,1.02018,15.01538,13.58446,2.51727,0.0,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,25.04,68.14,206.16
CHE,162736000.0,183564000.0,202648000.0,0.28622,0.09438,0.05464,0.17204,0.08641,2.62406,0.56156,0.99091,0.2054,4.24347,4.15534,77.65971,24.66564,11.13512,0.77741,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.3,113.79,374.13
CHRW,739532000.0,875000000.0,781400000.0,0.14398,0.05353,0.03261,0.44258,0.14839,1.8788,1.31064,1.9826,0.31219,2.65051,2.64772,81.26741,5.98875,4.97977,1.40367,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,44.33,51.98,24.46
CL,3995000000.0,5657000000.0,4383000000.0,0.58559,0.20413,0.12865,0.88368,0.16024,1.95582,1.07687,4.51459,0.4045,2.40761,2.3843,18.71508,2.47636,4.70885,1.48474,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,7.25,14.26,-0.34
CLCT,10538000.0,0.0,14487000.0,0.61157,0.1934,0.11672,0.27867,0.17354,2.52827,2.39686,0.60578,0.0,0.71162,0.70732,6.09662,2.55365,1.79918,1.34141,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,20.31,30.27,-11.6
CLDT,38864000.0,272063000.0,27106000.0,0.66702,0.164,0.02362,0.00773,0.00442,9.08987,0.85354,0.74802,0.4037,0.14176,0.14011,6.0006,18.22452,1.28856,0.92337,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,44.39,-4.59,-67.08
CLF,1987900000.0,3092500000.0,1370900000.0,0.38152,0.35844,0.09376,0.05299,0.0278,3.75795,1.36886,0.90606,0.23567,2.40433,2.09267,25.64359,35.18316,9.03537,0.84099,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-75.07,-58.83,-80.37
CLGX,312907000.0,839930000.0,293362000.0,0.48932,0.13285,0.07671,0.10215,0.03587,2.72317,1.05116,1.84772,0.27968,1.13293,1.10935,14.76949,10.98323,3.08516,0.09113,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.64,31.89,12.45
CLX,1154000000.0,2372000000.0,1223000000.0,0.43213,0.17603,0.10338,3.91781,0.13268,2.13811,1.2522,28.5274,0.55022,4.36391,4.30175,42.21247,1.11387,9.33054,2.55579,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,24.7,55.86,93.74
CMC,346177000.0,1290015000.0,201488000.0,0.09835,0.03176,0.01171,0.06087,0.02212,2.60607,3.02928,1.75148,0.36912,0.66264,0.6577,56.57518,10.88466,1.72687,0.48019,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-21.73,-9.28,-28.4
CMCSA,21434000000.0,47847000000.0,14420000000.0,0.69578,0.20977,0.10542,0.13104,0.04292,2.11561,0.74424,2.05322,0.30128,1.29829,1.2788,12.31562,9.656,2.74667,0.3741,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,13.0,50.57,44.09
CMD,80451000.0,95000000.0,91318000.0,0.43168,0.14867,0.09232,0.12219,0.08046,2.32723,2.54704,0.5186,0.1948,0.97445,0.96751,10.55496,7.97489,2.26776,0.0749,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.96,120.19,-0.56
CME,1875100000.0,2857100000.0,2357100000.0,0.68862,0.5575,0.33266,0.04616,0.018,2.41308,1.04696,1.56505,0.05264,2.93617,2.92107,8.82625,63.58942,7.08523,1.80084,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,26.07,58.46,123.05
CMI,2147000000.0,1740000000.0,2148000000.0,0.24738,0.10057,0.08572,0.18844,0.10069,1.44842,2.56502,0.87141,0.11814,7.93072,7.9128,92.5215,40.16163,11.48698,2.24606,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-4.6,3.44,-11.25
CMLS,298780000.0,2626893000.0,178386000.0,0.67995,0.1772,0.16119,0.32259,0.04274,1.07847,2.41207,6.54853,0.67871,7.20559,7.08212,44.70145,22.3364,7.771,0.40927,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-58.2,-99.32,-89.01
CMP,258600000.0,478600000.0,200200000.0,0.25319,0.16431,0.11579,0.23602,0.09311,1.53058,2.24146,1.53482,0.34069,3.91582,3.91382,33.81732,16.59132,5.99347,2.18843,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,13.72,-18.79,-52.89
CMS,1770000000.0,7801000000.0,745000000.0,0.49345,0.17393,0.06884,0.12948,0.02595,1.64823,1.29871,3.98883,0.44792,1.66238,1.66238,24.14858,12.7032,2.73998,1.00405,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,19.41,59.02,93.57
CMTL,48654000.0,200000000.0,54185000.0,0.44037,0.10785,0.05569,0.04407,0.02612,3.04273,1.81965,0.6874,0.29333,1.04981,0.77211,18.85262,23.8202,3.19431,1.11295,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-9.07,-54.74,-51.4
CNSL,243711000.0,1221885000.0,125704000.0,0.63022,0.17361,0.05122,0.20225,0.01763,4.07984,0.74529,10.47033,0.69927,0.77485,0.77485,15.12868,3.71778,3.16125,1.56081,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,10.17,19.81,-73.81
CODI,150847000.0,283239000.0,120288000.0,0.31883,0.15894,0.09189,0.11963,0.06514,1.76728,3.06719,0.83661,0.27106,1.40919,1.40919,15.33563,9.80093,2.49043,1.44,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-8.27,-12.51,-26.52
COG,1180181000.0,1147000000.0,459929000.0,0.74613,0.303,0.16021,0.1269,0.05617,1.64394,0.92889,1.2594,0.23027,0.66583,0.66238,4.15594,5.2467,1.09458,0.06005,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-10.8,-29.31,-48.93
COHR,111255000.0,2000.0,102797000.0,0.3978,0.1048,0.08191,0.08748,0.06866,1.5492,4.31485,0.27417,0.0,2.74899,2.7023,33.56227,31.42423,4.25872,0.99594,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-2.42,198.94,63.66
COKE,132318000.0,463555000.0,88406000.0,0.40128,0.04487,0.01686,0.10647,0.02169,3.19444,1.14558,3.90969,0.36324,3.87551,2.98029,229.8461,26.79177,12.38006,1.29464,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,22.99,125.28,148.57
COLM,158870000.0,0.0,241654000.0,0.44134,0.07003,0.05599,0.0753,0.05876,2.5615,4.15089,0.28153,0.0,1.37211,1.35871,24.50689,18.11359,3.51466,0.4552,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,47.41,42.26,65.45
CONE,123600000.0,541700000.0,-107600000.0,0.64412,0.13567,-0.02053,-0.00656,-0.00338,21.09804,1.01333,0.93776,0.3595,-0.24402,-0.24402,11.88517,15.4067,-5.14833,1.48325,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,46.78,135.93,148.41
COO,452356000.0,344657000.0,261332000.0,0.64672,0.20596,0.18653,0.1222,0.0944,0.88243,2.32602,0.29452,0.10986,6.09176,5.96057,32.65916,49.46076,5.37554,0.06002,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.11,49.01,104.63
COP,19562000000.0,21662000000.0,20757000000.0,0.58387,0.22289,0.16827,0.17443,0.07756,2.26704,1.25739,1.24905,0.18349,7.43808,7.38504,44.2036,42.31646,16.86241,2.70845,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-8.23,-36.61,-56.1
COST,3999000000.0,4998000000.0,3112000000.0,0.1256,0.02903,0.01939,0.18516,0.06733,1.52624,1.19484,1.75,0.16504,4.67939,4.6287,241.32684,24.8611,7.14186,8.16999,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,33.52,47.14,155.23
COT,195700000.0,458200000.0,154800000.0,0.13152,0.04542,0.00812,0.02813,0.01194,9.10588,1.43019,1.35556,0.32184,0.17942,0.17776,22.10026,6.27863,1.63377,0.23113,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,138.1,203.26,118.3
CPB,1538000000.0,4453000000.0,1101000000.0,0.36165,0.14046,0.05688,0.37851,0.05503,2.40393,0.67672,5.87851,0.53502,1.4586,1.44479,25.64331,3.8758,3.50637,1.16879,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.47,30.27,-2.52
CPS,274889000.0,684424000.0,81529000.0,0.15296,0.05302,0.01551,0.07723,0.0228,1.70061,1.74567,2.38758,0.32549,3.26588,3.04628,210.53643,42.11012,5.55399,0.32338,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-10.52,62.05,-84.1
CPSI,53672994.0,0.0,57438839.0,0.46667,0.25014,0.16301,0.47397,0.35385,1.75422,3.39156,0.33948,0.0,2.97723,2.97723,18.26381,6.28144,5.22271,2.0588,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-17.4,-58.3,-66.3
CPT,444916000.0,2530766000.0,-130446000.0,0.64367,0.2786,0.41953,0.11982,0.05972,-0.38781,0.01845,1.0062,0.44934,3.85721,3.80098,9.19405,30.86482,-1.49587,2.52377,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,17.87,24.63,19.51
CR,423700000.0,874996000.0,517300000.0,0.34042,0.13405,0.08458,0.18071,0.06166,2.35672,1.71788,1.93051,0.24581,3.79102,3.73299,44.82383,20.79998,8.93437,1.27634,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-10.01,1.56,-31.62
CRD-A,118599000.0,137645000.0,92384000.0,0.25291,0.06757,0.04067,0.24564,0.06452,1.81223,1.16474,2.8069,0.17422,0.93464,0.91778,22.98058,3.66326,1.69378,0.16207,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-22.11,-19.16,-24.32
CRI,281814000.0,586000000.0,121980000.0,0.41512,0.08599,0.06079,0.22891,0.0885,0.76044,3.6055,1.58656,0.32331,2.81756,2.78861,46.34911,12.30838,2.14259,0.48682,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,22.48,18.71,-1.65
CRS,336800000.0,755400000.0,-57500000.0,0.19083,0.10243,0.06431,0.11212,0.05068,-0.39357,3.0425,1.21234,0.26203,2.76181,2.73596,42.94329,24.63327,-1.08696,0.72401,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-41.69,-45.74,-68.64
CRWS,9677000.0,0.0,10052000.0,0.27719,0.11536,0.07099,0.16068,0.12487,1.74181,3.69674,0.28672,0.0,0.58601,0.58541,8.25487,3.64714,1.02071,0.31986,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-3.51,2.76,-40.6
CRY,19663000.0,0.0,20671000.0,0.64211,0.09818,0.11489,0.11173,0.09258,1.2782,5.13112,0.20682,0.0,0.60153,0.58387,5.23574,5.38393,0.76887,0.11036,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,7.33,82.65,69.94
CSCO,13656000000.0,16211000000.0,13388000000.0,0.60567,0.23034,0.20538,0.16884,0.09866,1.34108,2.97877,0.71139,0.1602,1.87333,1.85558,9.12122,11.09401,2.51229,0.62113,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,22.32,52.82,77.18
CSGS,145561000.0,265050000.0,124703000.0,0.49541,0.11921,0.06056,0.12365,0.05209,2.75477,2.29865,1.37359,0.30501,1.40947,1.37706,23.27328,11.39907,3.88277,0.45004,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.56,42.24,60.86
CSL,480700000.0,751000000.0,466000000.0,0.25335,0.12463,0.07125,0.10558,0.06003,2.22222,4.07811,0.75872,0.215,3.30387,3.23581,46.36763,31.29146,7.34194,0.84606,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,16.13,34.66,57.92
CSS,35495000.0,0.0,34335000.0,0.3219,0.08722,0.05857,0.07297,0.06394,1.82935,6.93675,0.1412,0.0,1.99904,1.98908,34.13132,27.39546,3.65694,0.60038,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,9.08,-8.03,
CSX,4577000000.0,9555000000.0,3479000000.0,0.38059,0.28879,0.155,0.17746,0.05865,1.86642,1.07343,2.0257,0.30064,0.60975,0.60975,3.93392,3.42918,1.13804,0.19627,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.83,60.27,96.65
CTAS,731642000.0,1309166000.0,695841000.0,0.41294,0.1333,0.07429,0.14329,0.07259,2.20592,2.921,0.97395,0.30126,2.54479,2.53304,34.2538,17.76027,5.61361,0.64333,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,37.53,112.23,218.45
CTS,49311000.0,80481000.0,49666000.0,0.29637,0.06873,-0.0096,-0.01324,-0.00818,-12.64088,2.4839,0.61853,0.16758,-0.11693,-0.11472,12.18598,8.83096,1.47811,0.14506,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-14.2,6.34,12.63
CUB,125098000.0,102920000.0,17276000.0,0.22484,0.07326,0.01843,0.03498,0.02261,0.68867,3.00455,0.54741,0.09275,0.93829,0.93744,50.92037,26.81575,0.64617,0.24001,2,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,6.75,3.88,-17.3
CULP,26435000.0,7161000.0,17051000.0,0.18425,0.07844,0.06814,0.19163,0.12658,0.93088,2.43961,0.51393,0.04949,1.4971,1.47124,21.9709,7.81226,1.39362,0.6206,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,36.58,56.9,-61.03
CVX,41399000000.0,20431000000.0,16202000000.0,0.27632,0.12361,0.09731,0.14241,0.08442,0.75629,1.5219,0.68688,0.08052,11.17527,11.08851,114.84403,77.78456,8.45175,3.8988,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-10.84,-9.13,-38.75
CW,358620000.0,975436000.0,313480000.0,0.34741,0.11195,0.06514,0.08886,0.0399,2.27191,2.5015,1.22726,0.28206,2.93633,2.87988,45.07418,33.0426,6.67106,0.39107,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.56,44.53,58.46
CXW,371155000.0,1205000000.0,202718000.0,0.27973,0.15208,0.17756,0.20022,0.10003,0.67385,1.3865,1.0016,0.40067,2.59097,2.5644,14.5923,12.94049,1.74593,2.5789,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,27.66,-1.72,-66.82
CY,5555000.0,227000000.0,-50289000.0,0.46849,-0.05928,-0.06675,-0.2746,-0.06324,1.04243,1.04535,3.34239,0.29756,-0.32474,-0.32474,4.86472,1.2127,-0.33851,0.43632,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.17,40.95,127.0
D,4706000000.0,22776000000.0,1288000000.0,0.57515,0.25274,0.12934,0.14262,0.03387,0.75899,0.8493,3.2101,0.45465,2.93243,2.92839,22.67151,20.1175,2.22568,2.24987,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,0.03,11.66,-0.45
DAL,5460000000.0,11342000000.0,-2394000000.0,0.24062,0.10065,0.27904,0.90526,0.20171,-0.22713,0.68195,3.48785,0.21706,12.41461,12.28438,44.49117,13.71378,-2.81979,0.12014,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,30.91,33.83,-9.38
DALN,16204000.0,0.0,13828000.0,0.05867,0.00442,0.05836,0.09551,0.05773,0.85787,3.09764,0.65437,0.0,2.93504,2.92226,50.289,30.69967,2.51788,1.15734,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-29.23,-47.09,-85.52
DAN,698000000.0,1624000000.0,684000000.0,0.13591,0.06441,-0.00192,-0.0092,-0.00253,-52.61538,2.49606,2.62987,0.31663,-0.0888,-0.0888,46.23634,6.40027,4.67213,0.39617,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-7.63,-18.43,-64.64
DBD,11700000.0,524033000.0,110200000.0,0.22689,-0.02737,-0.07031,-0.29252,-0.08317,-0.60683,1.74028,2.51714,0.24,-2.85086,-2.85086,40.54474,9.36835,1.72998,1.1617,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-12.1,-26.69,-89.68
DBI,305661000.0,0.0,325412000.0,0.31211,0.10192,0.06388,0.15152,0.10646,2.15074,2.8578,0.42332,0.0,1.67236,1.64636,26.18123,11.03705,3.59683,0.37419,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.35,-43.07,-82.66
DCI,407619000.0,210628000.0,416576000.0,0.34762,0.14088,0.10151,0.22796,0.14188,1.68397,2.13237,0.60669,0.1208,1.66838,1.64419,16.43545,7.3188,2.8095,0.40681,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-11.39,5.47,-11.91
DE,7365000000.0,34475700000.0,7625900000.0,0.32089,0.16469,0.09359,0.34451,0.05943,2.15585,1.62967,4.79695,0.57922,9.18064,9.08864,98.09343,26.64365,19.79211,1.95406,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-0.52,22.62,53.83
DESTQ,51359000.0,0.0,52843000.0,0.53856,0.07207,0.04432,0.19524,0.11512,2.20703,2.19057,0.69596,0.0,1.80402,1.78161,40.70668,9.23998,3.98154,0.73832,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-45.85,-84.27,-99.96
DFODQ,374055000.0,897262000.0,-455604000.0,0.20569,0.02221,0.09019,1.1384,0.29021,-0.56028,1.4732,2.9227,0.32022,8.67061,8.57817,96.13757,7.61647,-4.85793,0.0,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.17,26.24,-99.27
DGX,1284000000.0,3332000000.0,1181000000.0,0.39463,0.14008,0.11881,0.21369,0.09488,1.39105,1.22173,1.2522,0.37237,5.58553,5.54902,47.01316,25.97368,7.76974,1.21711,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,30.61,69.21,47.37
DHR,3971100000.0,3499000000.0,4540000000.0,0.51096,0.17068,0.1474,0.12004,0.07773,1.6846,2.01301,0.54432,0.10092,3.87213,3.79044,26.26882,32.16279,6.52299,0.07486,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.21,17.06,83.46
